time,chla
2024-01-19,-0.07337953680488112
2024-02-03,-0.060698703024253384
2024-02-03,-0.060621197393548445
2024-02-23,-0.05154049619324785
2024-03-14,-0.034903390228836956
2024-07-17,-0.04526476058629773
2024-07-17,-0.045264876461906606
2024-07-27,-0.05859653756676382
2024-08-06,-0.06061061752897669
2024-08-06,-0.060599186416021744
2024-08-11,-0.02642127486227376
2024-08-16,-0.0570918190878684
2024-09-15,-0.0511304161276133
2024-09-15,-0.05119461645661979
2024-09-20,-0.04946387482530752
2024-09-20,-0.049522263333828906
