time,AirTC,SlrW,WS,water_temp_surface,chla_surface,chla_0_10m
2018-10-26 14:59:50.822,23.39,61.07,2.201,,,18.170938
2018-10-26 17:59:50.789,23.39,61.07,2.201,,,15.9876585
2018-10-26 20:59:50.699,23.39,61.07,2.201,,,16.803997
2018-10-26 23:59:50.875,23.39,61.07,2.201,,,17.704378
2018-10-27 02:59:50.810,23.39,61.07,2.201,,,16.44294
2018-10-27 05:59:50.732,23.39,61.07,2.201,,,16.036224
2018-10-27 08:59:50.699,23.39,61.07,2.201,,,17.287558
2018-10-27 11:59:50.740,23.39,61.07,2.201,,,15.712051
2018-10-27 14:59:50.699,23.39,61.07,2.201,,,16.987198
2018-10-27 18:00:11.700,23.39,61.07,2.201,,,16.16779
2018-10-27 21:00:11.699,23.39,61.07,2.201,,,13.677364
2018-10-28 00:00:11.882,23.39,61.07,2.201,14.799323,1.5636879,13.772028
2018-10-28 03:00:11.699,23.39,61.07,2.201,14.7972,1.5005245,13.581747
2018-10-28 06:00:11.853,23.39,61.07,2.201,14.800301,1.5185225,13.880447
2018-10-28 09:00:11.806,23.39,61.07,2.201,14.801631,1.5611765,15.356721
2018-10-28 12:00:11.830,23.39,61.07,2.201,14.797532,1.5194548,15.30304
2018-10-28 15:00:11.700,23.39,61.07,2.201,14.798148,1.5876415,14.501087
2018-10-28 18:00:11.990,23.39,61.07,2.201,14.797661,1.5067253,14.452285
2018-10-28 21:00:11.701,23.39,61.07,2.201,14.7975,1.5775256,13.755674
2018-10-29 00:00:11.698,23.39,61.07,2.201,14.7989,1.581505,14.584814
2018-10-29 03:00:12.015,23.39,61.07,2.201,14.79824,1.5021266,15.106934
2018-10-29 06:00:11.699,23.39,61.07,2.201,14.790086,1.4661793,14.797764
2018-10-29 09:00:11.787,23.39,61.07,2.201,14.792919,1.510526,15.447405
2018-10-29 12:00:11.699,23.39,61.07,2.201,14.7976,1.6033118,16.043097
2018-10-29 15:00:11.758,23.39,61.07,2.201,14.8022375,1.5095564,14.544907
2018-10-29 18:00:11.872,23.39,61.07,2.201,14.79969,1.563783,13.782579
2018-10-29 21:00:11.699,23.39,61.07,2.201,14.796471,1.6066558,13.855796
2018-10-30 00:00:11.703,23.39,61.07,2.201,14.802505,1.5169736,13.402322
2018-11-21 13:51:01.697,23.39,61.07,2.201,11.188149,2.5244553,20.242554
2018-11-21 14:09:50.862,23.39,61.07,2.201,11.189559,2.4282286,19.298452
2018-11-21 17:09:50.698,23.39,61.07,2.201,11.190702,2.4256804,19.780918
2018-11-21 20:09:50.717,23.39,61.07,2.201,11.1924,2.4612224,19.030554
2018-11-21 23:09:50.727,23.39,61.07,2.201,11.183077,2.5467854,17.327394
2018-11-22 02:09:50.777,23.39,61.07,2.201,11.183669,2.5561793,17.652243
2018-11-22 05:09:50.699,23.39,61.07,2.201,11.18585,2.5499911,19.11631
2018-11-22 08:09:50.700,23.39,61.07,2.201,11.189878,2.420891,16.571377
2018-11-22 11:09:50.700,23.39,61.07,2.201,11.179564,2.5083375,28.00859
2018-11-22 14:09:50.699,23.39,61.07,2.201,11.19129,2.4698322,26.025629
2018-11-22 17:09:50.701,23.39,61.07,2.201,11.192147,2.469275,25.035751
2018-11-22 20:09:50.725,23.39,61.07,2.201,11.191762,2.3846512,22.668608
2018-11-22 23:09:50.733,23.39,61.07,2.201,11.189908,2.413431,23.589283
2018-11-23 02:09:50.700,23.39,61.07,2.201,11.196084,2.448382,23.300707
2018-11-23 05:09:50.701,23.39,61.07,2.201,11.193078,2.406521,21.768135
2018-11-23 08:09:50.700,23.39,61.07,2.201,11.1937,2.4114277,23.55199
2018-11-23 11:09:50.698,23.39,61.07,2.201,11.18429,2.4482882,25.083895
2018-11-23 13:59:50.881,23.39,61.07,2.201,11.192466,2.3411899,23.731146
2018-11-23 19:59:50.700,23.39,61.07,2.201,11.190996,2.3529844,21.007812
2018-11-24 01:59:50.698,23.39,61.07,2.201,11.195411,2.3448167,18.145742
2018-11-24 07:59:50.697,23.39,61.07,2.201,11.188746,2.284616,20.014368
2018-11-24 13:59:50.697,23.39,61.07,2.201,11.190742,2.3019142,23.506346
2018-11-24 19:59:50.700,23.39,61.07,2.201,11.192225,2.2130687,22.108845
2018-11-25 01:59:50.986,23.39,61.07,2.201,11.194,2.2500505,17.874878
2018-11-25 07:59:50.701,23.39,61.07,2.201,11.193909,2.3434958,19.393433
2018-11-25 13:59:50.699,23.39,61.07,2.201,11.194369,2.3905618,20.072233
2018-11-25 19:59:50.701,23.39,61.07,2.201,11.193779,2.3234086,18.501026
2018-11-26 01:59:50.750,23.39,61.07,2.201,11.193727,2.2843893,19.55785
2018-11-26 07:59:50.698,23.39,61.07,2.201,11.1936,2.2611997,17.748442
2018-11-26 13:59:50.930,23.39,61.07,2.201,11.1936,2.285505,21.690815
2018-11-26 19:59:50.700,23.39,61.07,2.201,11.1938,2.2641392,19.266575
2018-11-27 01:59:50.882,23.39,61.07,2.201,10.690863,2.0790298,18.38157
2018-11-27 07:59:50.701,23.39,61.07,2.201,10.688588,2.070826,18.486158
2018-11-27 13:59:50.700,23.39,61.07,2.201,10.686501,2.1576238,21.0434
2018-11-27 19:59:50.701,23.39,61.07,2.201,10.703601,2.0818927,18.574259
2018-11-28 01:59:50.698,23.39,61.07,2.201,10.702908,2.133434,20.33162
2018-11-28 04:59:50.701,23.39,61.07,2.201,10.7065,2.0651715,21.103312
2018-11-28 07:59:50.698,23.39,61.07,2.201,10.7069,2.091335,21.989624
2018-11-28 10:59:50.873,23.39,61.07,2.201,10.7078,2.0674274,22.815231
2018-11-28 13:59:50.699,23.39,61.07,2.201,10.702376,2.0969892,24.645182
2018-11-28 20:00:15.702,23.39,61.07,2.201,10.7006,2.1228375,21.671583
2018-11-29 02:00:15.703,23.39,61.07,2.201,10.700246,2.0875323,20.604124
2018-11-29 08:00:15.698,23.39,61.07,2.201,10.7005,2.1159818,23.804825
2018-11-29 14:00:15.702,23.39,61.07,2.201,10.6994,2.1669176,28.092382
2018-11-29 20:00:15.700,23.39,61.07,2.201,10.700548,2.1317182,24.06579
2018-11-30 02:00:15.931,23.39,61.07,2.201,10.6999,2.1156795,20.524832
2018-11-30 08:00:15.701,23.39,61.07,2.201,10.702357,2.0215344,20.731466
2018-11-30 14:00:47.700,23.39,61.07,2.201,10.701896,2.0754063,22.832136
2018-11-30 17:00:47.700,23.39,61.07,2.201,10.70582,2.1244292,20.946705
2018-11-30 20:00:47.700,23.39,61.07,2.201,10.7041,2.0498335,20.126196
2018-11-30 23:00:47.701,23.39,61.07,2.201,10.702635,2.10473,22.238382
2018-12-01 02:00:47.703,23.39,61.07,2.201,10.70544,2.0654166,23.034721
2018-12-01 05:00:47.699,23.39,61.07,2.201,10.700849,2.0164874,21.754059
2018-12-01 08:00:47.873,23.39,61.07,2.201,10.701383,2.089808,20.620138
2018-12-01 11:00:47.700,23.39,61.07,2.201,10.7003,2.0020835,18.664906
2018-12-01 14:00:47.700,23.39,61.07,2.201,10.706871,2.0215647,25.186884
2018-12-01 17:00:47.700,23.39,61.07,2.201,10.701125,2.0420415,24.291607
2018-12-01 20:00:47.702,23.39,61.07,2.201,10.702547,2.0207288,24.40353
2018-12-01 23:00:47.700,23.39,61.07,2.201,10.7043,2.103514,23.290392
2018-12-02 02:00:47.728,23.39,61.07,2.201,10.7021,2.0402548,22.073496
2018-12-02 05:00:47.701,23.39,61.07,2.201,10.700315,2.0076544,21.365993
2018-12-02 08:00:47.699,23.39,61.07,2.201,10.699398,2.1479425,20.685177
2018-12-02 11:00:47.701,23.39,61.07,2.201,10.696923,2.1054568,22.369665
2018-12-02 14:00:47.699,23.39,61.07,2.201,10.700411,2.0186296,21.946037
2018-12-02 17:00:47.702,23.39,61.07,2.201,10.7007,2.1344216,21.65257
2018-12-02 20:00:47.700,23.39,61.07,2.201,10.70155,2.1005044,22.247719
2018-12-02 23:00:47.702,23.39,61.07,2.201,10.7032,2.0285048,23.035723
2018-12-03 02:00:47.698,23.39,61.07,2.201,10.70064,1.9590015,22.873108
2018-12-03 05:00:47.699,23.39,61.07,2.201,10.699723,2.0399647,22.55221
2018-12-03 08:01:23.698,23.39,61.07,2.201,10.69947,2.1383996,22.347757
2018-12-03 11:01:23.699,23.39,61.07,2.201,10.695296,2.0624006,24.616402
2018-12-03 14:01:23.700,23.39,61.07,2.201,10.694378,2.049575,25.18571
2018-12-03 17:01:23.700,23.39,61.07,2.201,10.697177,2.1218917,25.325123
2018-12-03 20:01:23.700,23.39,61.07,2.201,10.6951,2.1026723,24.892134
2018-12-03 23:01:23.699,23.39,61.07,2.201,10.705788,2.0291512,25.718174
2018-12-04 02:01:23.701,23.39,61.07,2.201,10.7064,2.0444515,25.588127
2018-12-04 05:01:23.698,23.39,61.07,2.201,10.7065,2.091335,26.629517
2018-12-04 08:01:23.697,23.39,61.07,2.201,10.706261,2.091335,20.46462
2018-12-04 11:01:23.699,23.39,61.07,2.201,10.706575,2.091335,24.559666
2018-12-04 14:01:23.700,23.39,61.07,2.201,10.70656,2.1270344,23.175459
2018-12-04 17:01:23.700,23.39,61.07,2.201,10.706285,1.9583577,22.790443
2018-12-04 20:01:23.703,23.39,61.07,2.201,10.7062,2.0387485,20.12033
2018-12-04 23:01:23.700,23.39,61.07,2.201,10.706313,2.0458968,19.300917
2018-12-05 02:01:23.702,23.39,61.07,2.201,10.7063,2.0921903,15.779108
2018-12-05 05:01:23.700,23.39,61.07,2.201,10.7064,1.9811945,22.046408
2018-12-05 08:01:23.702,23.39,61.07,2.201,10.7065,2.0931184,22.474339
2018-12-05 11:01:23.704,23.39,61.07,2.201,10.705794,2.140398,22.611544
2018-12-05 14:01:23.702,23.39,61.07,2.201,10.7058,2.0569377,22.88768
2018-12-05 17:01:23.700,23.39,61.07,2.201,10.7064,2.1172278,20.053602
2018-12-05 20:01:23.699,23.39,61.07,2.201,10.7061,2.0915139,20.717854
2018-12-05 23:01:23.701,23.39,61.07,2.201,10.705617,2.0991716,21.624882
2018-12-06 02:01:23.699,23.39,61.07,2.201,10.705378,2.091335,21.641886
2018-12-06 05:01:23.701,23.39,61.07,2.201,10.705147,2.0349126,20.78303
2018-12-06 08:01:23.699,23.39,61.07,2.201,10.704735,1.9475317,20.957687
2018-12-06 11:01:23.775,23.39,61.07,2.201,10.704436,2.004516,24.674112
2018-12-06 14:01:23.700,23.39,61.07,2.201,10.704562,2.0515704,25.304937
2018-12-06 17:01:23.699,23.39,61.07,2.201,10.7045,2.0342393,24.121416
2018-12-06 20:01:23.701,23.39,61.07,2.201,10.704742,2.0620928,21.879848
2018-12-06 23:01:23.700,23.39,61.07,2.201,10.7055,2.0220842,22.581753
2018-12-07 02:01:23.699,23.39,61.07,2.201,10.207533,2.4715824,22.68443
2018-12-07 05:01:23.700,23.39,61.07,2.201,10.208864,2.5622761,21.824196
2018-12-07 08:01:23.703,23.39,61.07,2.201,10.214122,2.6153185,23.087906
2018-12-07 11:01:23.702,23.39,61.07,2.201,10.2174635,2.5714145,22.169445
2018-12-07 14:01:23.700,23.39,61.07,2.201,10.2207,2.5763931,25.867123
2018-12-07 17:01:23.721,23.39,61.07,2.201,10.220735,2.491721,25.290827
2018-12-07 20:01:23.701,23.39,61.07,2.201,10.2206,2.5247276,20.516043
2018-12-07 23:01:23.701,23.39,61.07,2.201,10.220966,2.3613176,18.565462
2018-12-08 02:01:23.703,23.39,61.07,2.201,10.2208,2.6487823,17.849688
2018-12-08 05:01:23.703,23.39,61.07,2.201,10.2205,2.6213732,16.313128
2018-12-08 08:01:23.702,23.39,61.07,2.201,10.2201,2.4986675,16.310783
2018-12-08 11:01:23.700,23.39,61.07,2.201,10.220439,2.4924831,14.574459
2018-12-08 14:01:23.700,23.39,61.07,2.201,10.2203,2.5164404,13.347908
2018-12-08 17:01:23.806,23.39,61.07,2.201,10.2209,2.5459986,12.765849
2018-12-08 20:01:23.701,23.39,61.07,2.201,10.220447,2.5004706,12.436753
2018-12-08 23:01:23.700,23.39,61.07,2.201,10.220002,2.5466096,11.892127
2018-12-09 02:01:23.702,23.39,61.07,2.201,10.2207,2.516766,13.201463
2018-12-09 05:01:23.700,23.39,61.07,2.201,10.220629,2.5745578,17.079983
2018-12-09 08:01:23.699,23.39,61.07,2.201,10.21979,2.644678,14.8399315
2018-12-09 11:01:23.702,23.39,61.07,2.201,10.220659,2.6211607,16.056293
2018-12-09 14:01:23.700,23.39,61.07,2.201,10.219905,2.5348485,14.454371
2018-12-09 17:01:23.700,23.39,61.07,2.201,10.219348,2.5164404,15.600611
2018-12-09 20:01:23.703,23.39,61.07,2.201,10.2202,2.4195032,15.313442
2018-12-09 23:01:23.701,23.39,61.07,2.201,10.219811,2.4759858,15.32985
2018-12-10 02:01:23.703,23.39,61.07,2.201,10.219841,2.4653425,15.114095
2018-12-10 05:01:23.701,23.39,61.07,2.201,10.220214,2.544277,15.702434
2018-12-10 08:01:23.698,23.39,61.07,2.201,10.22012,2.5658796,17.508617
2018-12-10 11:01:23.704,23.39,61.07,2.201,10.2179,2.504893,18.70593
2018-12-10 14:01:23.702,23.39,61.07,2.201,10.2176,2.4911551,17.142563
2018-12-10 17:01:23.700,23.39,61.07,2.201,10.218777,2.5514677,18.09274
2018-12-10 20:01:23.701,23.39,61.07,2.201,10.2188,2.5807238,17.170376
2018-12-10 23:01:23.701,23.39,61.07,2.201,10.218881,2.4830248,16.470333
2018-12-11 05:01:23.844,23.39,61.07,2.201,10.2183,2.6032739,15.590622
2018-12-11 08:01:23.864,23.39,61.07,2.201,10.2184,2.5379872,16.511047
2018-12-11 11:01:23.700,23.39,61.07,2.201,10.218974,2.4985616,16.219755
2018-12-11 14:01:23.702,23.39,61.07,2.201,10.219026,2.5800965,15.8234005
2018-12-11 17:01:23.701,23.39,61.07,2.201,10.219,2.3928428,14.99867
2018-12-11 20:01:23.702,23.39,61.07,2.201,10.2188,2.4705179,14.746404
2019-02-25 12:20:39.743,23.39,61.07,2.201,7.4235497,,28.347435
2019-02-25 12:42:02.513,23.39,61.07,2.201,7.129538,,46.85959
2019-02-25 17:00:12.459,23.39,61.07,2.201,7.025949,2.158725,47.1496
2019-02-25 20:00:01.701,23.39,61.07,2.201,7.0074267,2.276023,44.992786
2019-02-25 23:00:01.700,23.39,61.07,2.201,6.9822845,2.2872276,41.223034
2019-02-26 02:00:01.697,23.39,61.07,2.201,6.972832,2.4214427,41.886265
2019-02-26 05:00:01.700,23.39,61.07,2.201,6.965837,2.5238736,37.953934
2019-02-26 08:00:01.700,23.39,61.07,2.201,6.9579816,2.6587477,33.093296
2019-02-26 11:00:01.698,23.39,61.07,2.201,6.9509,2.645715,26.2728
2019-02-26 14:00:01.700,23.39,61.07,2.201,6.9453387,2.5969708,33.708523
2019-02-26 17:00:01.699,23.39,61.07,2.201,6.9405165,2.7256489,36.703026
2019-02-26 20:00:01.700,23.39,61.07,2.201,6.9355507,2.823116,37.01636
2019-02-26 23:00:01.698,23.39,61.07,2.201,6.9288,2.8237607,36.534435
2019-02-27 02:00:01.698,23.39,61.07,2.201,6.9197035,2.7887137,35.023476
2019-02-27 05:00:01.699,23.39,61.07,2.201,6.91564,2.7324762,34.679646
2019-02-27 08:00:21.768,23.39,61.07,2.201,6.9094977,2.7364218,34.844627
2019-02-27 11:00:21.702,23.39,61.07,2.201,6.8927455,2.6111355,29.403833
2019-02-27 14:00:21.700,23.39,61.07,2.201,6.8868613,2.723582,35.544983
2019-02-27 17:00:21.699,23.39,61.07,2.201,6.883725,2.729556,57.21288
2019-02-27 20:00:21.700,23.39,61.07,2.201,6.8770795,2.6515307,50.034515
2019-02-27 23:00:21.699,23.39,61.07,2.201,6.871199,2.6182158,50.714764
2019-02-28 02:00:21.701,23.39,61.07,2.201,6.8695,2.5913668,51.776836
2019-02-28 05:00:21.699,23.39,61.07,2.201,6.857795,2.637971,55.015587
2019-02-28 08:00:21.703,23.39,61.07,2.201,6.854841,2.5407684,50.138702
2019-02-28 11:00:21.735,23.39,61.07,2.201,6.8422,2.5655165,36.455944
2019-02-28 14:00:21.701,23.39,61.07,2.201,6.8419566,2.5704944,44.45231
2019-02-28 17:00:21.703,23.39,61.07,2.201,6.8388085,2.4896636,57.641914
2019-02-28 20:00:21.730,23.39,61.07,2.201,6.830711,2.4757943,56.242447
2019-02-28 23:00:21.701,23.39,61.07,2.201,6.8259974,2.4211938,52.723866
2019-03-01 02:00:21.701,23.39,61.07,2.201,6.8257,2.4805875,44.934124
2019-03-01 02:18:47.547,23.39,61.07,2.201,6.823578,2.5779643,2.1667511
2019-03-01 05:04:44.009,23.39,61.07,2.201,6.817517,2.499322,1.3089585
2019-03-01 08:04:16.012,23.39,61.07,2.201,6.814278,2.511619,1.2816868
2019-03-01 11:02:59.590,23.39,61.07,2.201,6.81496,2.4640908,0.96482694
2019-03-01 14:02:41.499,23.39,61.07,2.201,6.8132,2.5181007,0.7466423
2019-03-01 17:02:52.966,23.39,61.07,2.201,6.814184,2.5058885,0.8659648
2019-03-01 20:02:53.079,23.39,61.07,2.201,6.8145704,2.4710104,0.6217448
2019-03-01 23:02:55.191,23.39,61.07,2.201,6.8120313,2.5907,0.8652795
2019-03-02 02:02:55.447,23.39,61.07,2.201,6.8084,2.5328524,1.6610782
2019-03-02 05:02:55.738,23.39,61.07,2.201,6.8087,2.6512766,3.0181234
2019-03-02 08:02:53.473,23.39,61.07,2.201,6.8084,2.6245465,1.4008138
2019-03-02 11:01:07.324,23.39,61.07,2.201,6.805309,2.6290011,0.9630635
2019-03-02 16:19:51.874,23.39,61.07,2.201,6.805685,2.7107825,39.54644
2019-03-02 19:19:51.909,23.39,61.07,2.201,6.8071775,2.7070298,45.273952
2019-03-03 01:59:49.814,23.39,61.07,2.201,6.804272,2.8189695,56.07179
2019-03-03 04:59:49.699,23.39,61.07,2.201,6.8042,2.7963839,51.267372
2019-03-03 07:59:49.895,23.39,61.07,2.201,6.8041,2.7997112,41.453003
2019-03-03 10:59:49.700,23.39,61.07,2.201,6.8062,2.969827,35.26497
2019-03-03 13:59:49.704,23.39,61.07,2.201,6.8074,2.895219,48.434113
2019-03-03 16:59:49.701,23.39,61.07,2.201,6.804925,3.0167332,60.66761
2019-03-03 19:59:49.701,23.39,61.07,2.201,6.8038235,2.9993725,57.143295
2019-03-03 22:59:49.700,23.39,61.07,2.201,6.8037,3.0329611,53.73131
2019-03-04 02:00:35.798,23.39,61.07,2.201,6.8036547,3.07153,58.948284
2019-03-04 05:00:35.699,23.39,61.07,2.201,6.8038054,3.0799732,61.307568
2019-03-04 08:00:35.698,23.39,61.07,2.201,6.8077564,3.1612082,55.521576
2019-03-04 11:00:35.754,23.39,61.07,2.201,6.8015,3.115429,47.139626
2019-03-04 14:00:35.754,23.39,61.07,2.201,6.802272,3.2588775,41.34065
2019-03-04 17:00:35.701,23.39,61.07,2.201,6.8023,3.3744032,24.990969
2019-03-04 20:00:35.699,23.39,61.07,2.201,6.8027225,3.2934391,15.963072
2019-03-04 23:00:35.723,23.39,61.07,2.201,6.800475,3.4937062,13.011463
2019-03-05 02:00:35.703,23.39,61.07,2.201,6.8005,3.4259295,11.483746
2019-03-05 05:00:35.699,23.39,61.07,2.201,6.800453,3.5163121,11.149492
2019-03-05 08:00:35.923,23.39,61.07,2.201,6.7986655,3.726831,10.677707
2019-03-05 11:00:35.701,23.39,61.07,2.201,6.7982,3.6324825,7.695506
2019-03-05 14:00:35.897,23.39,61.07,2.201,6.793364,3.7551358,6.975634
2019-03-05 17:00:35.769,23.39,61.07,2.201,6.7944,3.8775861,9.309761
2019-03-05 20:00:35.699,23.39,61.07,2.201,6.793701,3.9320195,10.002342
2019-03-05 23:00:35.701,23.39,61.07,2.201,6.797063,3.9531996,9.723285
2019-03-06 02:00:35.989,23.39,61.07,2.201,6.7929473,3.9841166,22.15439
2019-03-06 05:00:35.700,23.39,61.07,2.201,6.790578,4.0533943,23.318983
2019-03-06 08:00:35.792,23.39,61.07,2.201,6.791684,4.209633,15.601454
2019-03-06 11:00:35.701,23.39,61.07,2.201,6.7928267,4.1850395,12.558855
2019-03-06 14:00:35.702,23.39,61.07,2.201,6.7949805,4.1137815,12.522185
2019-03-06 17:00:35.701,23.39,61.07,2.201,6.790263,4.1695056,13.738344
2019-03-06 20:00:35.701,23.39,61.07,2.201,6.7938213,4.235143,19.953737
2019-03-06 23:00:35.699,23.39,61.07,2.201,6.79136,4.259212,18.567926
2019-03-07 02:01:45.701,23.39,61.07,2.201,6.7890415,1.7777969,18.45103
2019-03-07 05:02:30.700,23.39,61.07,2.201,6.7941375,1.7347108,15.357666
2019-03-07 08:02:30.699,23.39,61.07,2.201,6.7978144,1.7594528,13.13621
2019-03-07 11:02:30.700,23.39,61.07,2.201,6.7998176,1.7407289,16.196297
2019-03-07 14:02:30.703,23.39,61.07,2.201,6.7986,1.8258293,15.779958
2019-03-07 17:02:30.841,23.39,61.07,2.201,6.7990108,1.8344563,15.630287
2019-03-07 20:02:30.851,23.39,61.07,2.201,6.7984357,1.7147563,15.62321
2019-03-07 23:02:30.699,23.39,61.07,2.201,6.7988358,1.7334441,15.036306
2019-03-08 02:02:30.700,23.39,61.07,2.201,6.7975926,1.7492744,27.725979
2019-03-08 05:02:30.976,23.39,61.07,2.201,6.7901387,1.6630688,32.588665
2019-03-08 08:02:30.903,23.39,61.07,2.201,6.7996507,1.705161,30.588737
2019-03-08 11:02:30.703,23.39,61.07,2.201,6.791894,1.6912836,19.742702
2019-03-08 14:03:24.700,23.39,61.07,2.201,6.7876205,1.7573789,22.386261
2019-03-08 17:04:09.700,23.39,61.07,2.201,6.7981,1.8957881,23.34484
2019-03-08 20:04:09.699,23.39,61.07,2.201,6.7835474,1.8304337,22.800589
2019-03-08 23:04:09.701,23.39,61.07,2.201,6.795968,1.9509038,22.082733
2019-03-09 02:04:09.702,23.39,61.07,2.201,6.7814813,1.972978,26.891966
2019-03-09 05:04:09.948,23.39,61.07,2.201,6.7682815,2.0903509,26.015284
2019-03-09 08:04:09.702,23.39,61.07,2.201,6.761725,2.11469,23.927626
2019-03-09 11:04:09.701,23.39,61.07,2.201,6.752467,2.0946746,24.658724
2019-03-09 14:04:09.703,23.39,61.07,2.201,6.749771,2.1743655,25.62233
2019-03-09 17:04:09.704,23.39,61.07,2.201,6.7455273,2.1469862,22.230814
2019-03-09 20:04:34.988,23.39,61.07,2.201,6.740742,2.3381195,21.00853
2019-03-09 23:04:23.699,23.39,61.07,2.201,6.7365847,2.3003743,22.028578
